entrezgene	mygene_symbol	chembl_drugid	drug_name	interaction_score	approved
3767	KCNJ11	CHEMBL1516890	GW441756X	0.00961679	FALSE
2637	GBX2	CHEMBL172064	E324	0.004517955	FALSE
6251	RSU1	CHEMBL3545169	AZD1305	0.024932417	FALSE
3467	IFNW1	CHEMBL592868	ESTROGEN	0.2453629496995069	TRUE
4236	MFAP1	CHEMBL1712842	MEPAZINE ACETATE	0.3889457128569962	TRUE
9182	RASSF9	CHEMBL56393	CHEMBL:CHEMBL56393	0.008804103	FALSE
2637	GBX2	CHEMBL1256291	CHEMBL:CHEMBL1256291	0.005339401	FALSE
9792	SERTAD2	CHEMBL138649	6-HYDROXYFLAVONE	0.091159151	FALSE
5154	PDGFA	CHEMBL1388908	CHEMBL:CHEMBL1388908	0.1058622403945453	FALSE
6251	RSU1	CHEMBL1255966	CHEMBL:CHEMBL1255966	0.1495945049449985	FALSE
7276	TTR	CHEMBL405110	METHYLTHIONINIUM CHLORIDE	0.078136416	FALSE
5432	POLR2C	CHEMBL2108506	INTERFERON ALFA	1.458546423213736	TRUE
4800	NFYA	CHEMBL258465	CHEMBL:CHEMBL258465	0.025427444	FALSE
9181	ARHGEF2	CHEMBL290914	EMODIC ACID	0.025439763	FALSE
1393	CRHBP	CHEMBL3545169	AZD1305	0.2083637747448194	FALSE
2625	GATA3	CHEMBL1256835	CHEMBL:CHEMBL1256835	0.029515273	FALSE
7782	SLC30A4	CHEMBL586061	CHEMBL:CHEMBL586061	0.031479419	FALSE
4082	MARCKS	CHEMBL5095096	DIMDAZENIL	0.032134438	FALSE
963	CD53	CHEMBL581152	CHEMBL:CHEMBL581152	0.025588534	FALSE
3467	IFNW1	CHEMBL3545274	MK-6913	0.2453629496995069	FALSE
9181	ARHGEF2	CHEMBL582593	CHEMBL:CHEMBL582593	0.305277158	FALSE
7223	TRPC4	CHEMBL42115	THYROXINE	8.751278539282415	FALSE
6008	RHEBP1	CHEMBL42115	THYROXINE	0.1715936968486748	FALSE
10471	PFDN6	CHEMBL313737	CHEMBL:CHEMBL313737	0.150021918	FALSE
22992	KDM2A	CHEMBL299853	CHEMBL:CHEMBL299853	0.1458546423213736	FALSE
3236	HOXD10	CHEMBL2109389	IMGATUZUMAB	0.5556367326528519	FALSE
3236	HOXD10	CHEMBL29197	CHEMBL:CHEMBL29197	0.069454592	FALSE
22978	NT5C2	CHEMBL588038	CHEMBL:CHEMBL588038	0.011906501	FALSE
644	BLVRA	CHEMBL114957	TOLUIC ACID	0.058471794	FALSE
2621	GAS6	CHEMBL120806	CHEMBL:CHEMBL120806	0.021697385	FALSE
10477	UBE2E3	CHEMBL451158	CHEMBL:CHEMBL451158	2.100306849	FALSE
4800	NFYA	CHEMBL272682	CHEMBL:CHEMBL272682	0.063568609	FALSE
9792	SERTAD2	CHEMBL1477760	GRINIMIBINE	0.072927321	FALSE
4800	NFYA	CHEMBL429095	CHEMBL:CHEMBL429095	0.002542744	FALSE
9826	ARHGEF11	CHEMBL12014	HARMAN	0.1750255707856483	FALSE
4090	SMAD5	CHEMBL2103791	ADIPIPLON	0.09869863	FALSE
1774	DNASE1L1	CHEMBL1516890	GW441756X	0.018359326	FALSE
2637	GBX2	CHEMBL419296	ZOLANTIDINE	0.019577804	FALSE
648740	ACTG1P4	CHEMBL379975	CHEMBL:CHEMBL379975	0.008585296	FALSE
402	ARL2	CHEMBL75267	7,8-DIHYDROXYFLAVONE	0.014749346	FALSE
1504	CTRB1	CHEMBL299853	CHEMBL:CHEMBL299853	0.064824285	FALSE
4324	MMP15	CHEMBL493863	CHEMBL:CHEMBL493863	0.019889269	FALSE
4324	MMP15	CHEMBL588683	CHEMBL:CHEMBL588683	0.079557078	FALSE
11117	EMILIN1	CHEMBL1591080	METHOXYVONE	0.099446347	FALSE
3553	IL1B	CHEMBL3833333	NABIXIMOLS	1.050153425	FALSE
10432	RBM14	CHEMBL379975	CHEMBL:CHEMBL379975	0.03409589	FALSE
10000	AKT3	CHEMBL496634	DOCOSAPENTAENOIC ACID	0.5147810905460245	FALSE
485	ATP1B1P1	CHEMBL4594470	CVX-060	5.250767123569449	FALSE
6569	SLC34A1	CHEMBL417016	LACTOSE, ANHYDROUS	35.00511415712966	FALSE
402	ARL2	CHEMBL43612	JUGLONE	0.005899738	FALSE
9402	GRAP2	CHEMBL574737	UCN-01	0.1141471113819445	FALSE
9412	MED21	CHEMBL574737	UCN-01	0.2187819634820604	FALSE
10505	SEMA4F	CHEMBL574737	UCN-01	0.065634589	FALSE
8153	RND2	CHEMBL2103878	ODELEPRAN	0.3889457128569962	FALSE
4597	MVD	CHEMBL3545346	AZD2516	2.917092846427472	FALSE
727897	MUC5B	CHEMBL1207366	GW468816	0.1209854175937661	FALSE
9948	WDR1	CHEMBL1458880	CADMIUM DICHLORIDE	0.027433475	FALSE
1390	CREM	CHEMBL3545169	AZD1305	0.1861974157294131	FALSE
1389	CREBL2	CHEMBL3545172	CNV2197944	3.281729452230906	FALSE
1960	EGR3	CHEMBL559478	SSR180711	3.424413341458336	FALSE
6834	SURF1	CHEMBL2107771	RALFINAMIDE	0.070956312	FALSE
143	PARP4	CHEMBL2107771	RALFINAMIDE	0.042344896	FALSE
727897	MUC5B	CHEMBL2107771	RALFINAMIDE	0.042344896	FALSE
10588	MTHFS	CHEMBL2107771	RALFINAMIDE	0.041672755	FALSE
3788	KCNS2	CHEMBL2109559	J591 177LU	1.944728564284981	FALSE
4325	MMP16	CHEMBL4563522	FE 203799	13.12691780892362	FALSE
3214	HOXB4	CHEMBL4297555	RESIMMUNE	1.458546423213736	FALSE
270	AMPD1	CHEMBL3527000	E-7016	0.7001022831425933	FALSE
587	BCAT2	CHEMBL170405	ROBINETIN	0.087952548	FALSE
4800	NFYA	CHEMBL186784	XANTHONE	0.063568609	FALSE
2596	GAP43	CHEMBL49623	(R,S)-IFENPRODIL	0.04427291	FALSE
7782	SLC30A4	CHEMBL225257	CHEMBL:CHEMBL225257	0.031479419	FALSE
6893	TAPVR1	CHEMBL462880	ISOBOLDINE	0.019844169	FALSE
10962	MLLT11	CHEMBL3542340	ISOSILYBIN B	1.400204566285186	FALSE
7782	SLC30A4	CHEMBL296021	CHEMBL:CHEMBL296021	0.031479419	FALSE
9236	CCPG1	CHEMBL1313005	PHENAMIPHOS	0.210030685	FALSE
22978	NT5C2	CHEMBL454893	AMBUNOL	0.023813003	FALSE
9824	ARHGAP11A	CHEMBL493863	CHEMBL:CHEMBL493863	0.03729238	FALSE
4910	NTF6A	CHEMBL2177349	HALICLONADIAMINE	0.3621218705909965	FALSE
7216	TRO	CHEMBL527586	CHEMBL:CHEMBL527586	1.193356164447602	FALSE
644	BLVRA	CHEMBL517449	LIMONIN	0.058471794	FALSE
11118	BTN3A2	CHEMBL473721	CHEMBL:CHEMBL473721	0.051277023	FALSE
7782	SLC30A4	CHEMBL582878	INDOLE-3-BUTYRIC ACID	0.062958838	FALSE
6769	STAC	CHEMBL433680	ANGUIDIN	0.057322785	FALSE
6871	TADA2A	CHEMBL581194	CHEMBL:CHEMBL581194	0.060008767	FALSE
644	BLVRA	CHEMBL571700	BIS(DIMETHYLAMINETHIOCARBONYL)MONOSULFIDE	0.007308974	FALSE
11118	BTN3A2	CHEMBL1591080	METHOXYVONE	0.1025540453822158	FALSE
9542	NRG2	CHEMBL491636	BELACTOSIN A	5.250767123569449	FALSE
2637	GBX2	CHEMBL56393	CHEMBL:CHEMBL56393	0.002097622	FALSE
1058	CENPA	CHEMBL601757	CHEMBL:CHEMBL601757	0.021240967	FALSE
587	BCAT2	CHEMBL1440119	IRIGINOL HEXAACEATATE	0.023987059	FALSE
963	CD53	CHEMBL173530	STICTIC ACID	0.008529511	FALSE
6893	TAPVR1	CHEMBL1520512	DEHYDROVARIABILIN	0.039688338	FALSE
51351	ZNF117	CHEMBL1972216	CHEMBL:CHEMBL1972216	2.625383561784724	FALSE
1778	DYNC1H1	CHEMBL551288	APOGOSSYPOL	7.501095891	FALSE
402	ARL2	CHEMBL259784	CHEMBL:CHEMBL259784	0.019665794	FALSE
3467	IFNW1	CHEMBL454173	ZEARALENONE	0.018874073	FALSE
522	ATP5PF	CHEMBL182120	VOACANGINE	4.375639269641208	FALSE
9792	SERTAD2	CHEMBL584668	CHEMBL:CHEMBL584668	0.060772768	FALSE
587	BCAT2	CHEMBL116955	CONGO RED	0.01759051	FALSE
5382	PMS2P4	CHEMBL1466186	CHEMBL:CHEMBL1466186	0.016047577	FALSE
1057	CELP	CHEMBL1516890	GW441756X	0.019233579	FALSE
7010	TEK	CHEMBL429095	CHEMBL:CHEMBL429095	0.031822831	FALSE
9077	DIRAS3	CHEMBL119878	CHEMBL:CHEMBL119878	0.041672755	FALSE
4800	NFYA	CHEMBL606166	CHEMBL:CHEMBL606166	0.015892152	FALSE
10555	AGPAT2	CHEMBL86464	CHEMBL:CHEMBL86464	0.017715139	FALSE
2637	GBX2	CHEMBL1256674	RILMENIDINE HEMIFUMARATE	0.058733413	FALSE
402	ARL2	CHEMBL233632	PHENYLGLYOXAL	0.1179947668217853	FALSE
2623	GATA1	CHEMBL399249	(R)-PINOCEMBRIN	0.030386384	FALSE
4104	MAGEA5P	CHEMBL493863	CHEMBL:CHEMBL493863	0.018131102	FALSE
391	RHOG	CHEMBL1086397	CHEMBL:CHEMBL1086397	1.479089330582943	FALSE
3955	LFNG	CHEMBL1516890	GW441756X	0.028850369	FALSE
3020	H3-3A	CHEMBL429095	CHEMBL:CHEMBL429095	0.005469549	FALSE
11118	BTN3A2	CHEMBL483633	CHEMBL:CHEMBL483633	0.082043236	FALSE
9183	ZW10	CHEMBL82242	QUERCITRIN	0.067059606	FALSE
644	BLVRA	CHEMBL76012	CHEMBL:CHEMBL76012	0.029235897	FALSE
4800	NFYA	CHEMBL222993	CHEMBL:CHEMBL222993	0.063568609	FALSE
4851	NOTCH1	CHEMBL571700	BIS(DIMETHYLAMINETHIOCARBONYL)MONOSULFIDE	0.043466615	FALSE
9182	RASSF9	CHEMBL1712923	IRSOGLADINE MALEATE	0.2465148884304905	FALSE
6893	TAPVR1	CHEMBL1466186	CHEMBL:CHEMBL1466186	0.014883127	FALSE
22978	NT5C2	CHEMBL1256325	CHEMBL:CHEMBL1256325	0.059532507	FALSE
402	ARL2	CHEMBL601994	CHEMBL:CHEMBL601994	0.1179947668217853	FALSE
4800	NFYA	CHEMBL87333	CIS-RESVERATROL	0.01816246	FALSE
1504	CTRB1	CHEMBL560532	CHEMBL:CHEMBL560532	2.333674277141977	FALSE
644	BLVRA	CHEMBL28971	FENARIMOL	0.058471794	FALSE
7782	SLC30A4	CHEMBL593366	CHEMBL:CHEMBL593366	0.031479419	FALSE
6636	SNRPF	CHEMBL328710	CHEMBL:CHEMBL328710	1.591141552596803	FALSE
122	ADFN	CHEMBL1520282	CHEMBL:CHEMBL1520282	2.386712328895204	FALSE
402	ARL2	CHEMBL225257	CHEMBL:CHEMBL225257	0.058997383	FALSE
5258	PHKBP1	CHEMBL468439	CYCLOPROPARADICICOL	2.282942227638891	FALSE
7782	SLC30A4	CHEMBL591370	CHEMBL:CHEMBL591370	0.012591768	FALSE
10555	AGPAT2	CHEMBL1212972	NANAOMYCIN	0.016352436	FALSE
7978	MTERF1	CHEMBL454173	ZEARALENONE	0.030832455	FALSE
433	ASGR2	CHEMBL8328	CHEMBL:CHEMBL8328	0.6141248097742046	FALSE
402	ARL2	CHEMBL1479103	HAEMATOXYLIN	0.00453826	FALSE
392437	FTLP2	CHEMBL2172378	CHEMBL:CHEMBL2172378	1.591141552596803	FALSE
22978	NT5C2	CHEMBL606166	CHEMBL:CHEMBL606166	0.014883127	FALSE
5382	PMS2P4	CHEMBL530609	CHEMBL:CHEMBL530609	0.025676123	FALSE
6769	STAC	CHEMBL464658	GITOXIGENIN	0.057322785	FALSE
7059	THBS3	CHEMBL485756	CHEMBL:CHEMBL485756	4.773424657790409	FALSE
7782	SLC30A4	CHEMBL148831	CHEMBL:CHEMBL148831	0.031479419	FALSE
9406	ZRANB2	CHEMBL1516890	GW441756X	0.038467158	FALSE
2637	GBX2	CHEMBL313737	CHEMBL:CHEMBL313737	0.005873341	FALSE
2637	GBX2	CHEMBL41541	METHAPHIT	0.029366707	FALSE
23230	VPS13A	CHEMBL588683	CHEMBL:CHEMBL588683	0.1396480617970598	FALSE
4800	NFYA	CHEMBL267458	BMS-182874	0.042379073	FALSE
2623	GATA1	CHEMBL336095	CHEMBL:CHEMBL336095	0.015193192	FALSE
576	ADGRB2	CHEMBL602990	CHEMBL:CHEMBL602990	0.058083707	FALSE
6768	ST14	CHEMBL179512	DEMETHOXYCURCUMIN	2.187819634820604	FALSE
5154	PDGFA	CHEMBL166486	CHEMBL:CHEMBL166486	0.02646556	FALSE
6893	TAPVR1	CHEMBL64391	ITRACONAZOLE	0.059532507	FALSE
9077	DIRAS3	CHEMBL1537417	CHEMBL:CHEMBL1537417	0.032412143	FALSE
963	CD53	CHEMBL290914	EMODIC ACID	0.012794267	FALSE
1058	CENPA	CHEMBL515505	CHEMBL:CHEMBL515505	0.022164488	FALSE
22992	KDM2A	CHEMBL1098875	CHEMBL:CHEMBL1098875	0.4375639269641208	FALSE
2451	FRA12D	CHEMBL1329957	RICININE	6.563458904461812	FALSE
4800	NFYA	CHEMBL23507	5-FLUOROINDOLE-2-CARBOXYLIC ACID	0.063568609	FALSE
9611	NCOR1	CHEMBL550011	CHLORPYRAMIN HYDROCHLORIDE	1.944728564284981	FALSE
4236	MFAP1	CHEMBL455007	HELIPARVIFOLINE	1.166837138570988	FALSE
6893	TAPVR1	CHEMBL1479103	HAEMATOXYLIN	0.004579424	FALSE
7782	SLC30A4	CHEMBL1697717	CARBENOXOLONE SODIUM	0.062958838	FALSE
5382	PMS2P4	CHEMBL610622	CHEMBL:CHEMBL610622	0.1283806142682017	FALSE
23230	VPS13A	CHEMBL1308677	CHEMBL:CHEMBL1308677	0.2792961235941196	FALSE
8517	IKBKG	CHEMBL78257	TYRPHOSTIN 51	0.027650169	FALSE
6893	TAPVR1	CHEMBL1565133	SANGUINARINE SULFATE	0.009158847	FALSE
6251	RSU1	CHEMBL602413	CHEMBL:CHEMBL602413	0.1495945049449985	FALSE
6769	STAC	CHEMBL1466186	CHEMBL:CHEMBL1466186	0.028661393	FALSE
6876	TAGLN	CHEMBL227075	DIHYDROTANSHINONE I	0.2282942227638891	FALSE
1774	DNASE1L1	CHEMBL1969664	AZD-1080	0.070197421	FALSE
6875	TAF4B	CHEMBL227075	DIHYDROTANSHINONE I	0.7778914257139926	FALSE
22978	NT5C2	CHEMBL538798	CHEMBL:CHEMBL538798	0.011906501	FALSE
7974	HRX	CHEMBL221190	DIPHYLLIN	0.9376369863516875	FALSE
2621	GAS6	CHEMBL429095	CHEMBL:CHEMBL429095	0.002169738	FALSE
219285	SAMD9L	CHEMBL515505	CHEMBL:CHEMBL515505	0.078722146	FALSE
6251	RSU1	CHEMBL1256940	METHOXYVERAPAMIL HYDROCHLORIDE	0.1495945049449985	FALSE
5382	PMS2P4	CHEMBL469424	ASTERRIC ACID	0.007132256	FALSE
22978	NT5C2	CHEMBL2094833	CHEMBL:CHEMBL2094833	0.019844169	FALSE
22978	NT5C2	CHEMBL1701915	CHEMBL:CHEMBL1701915	0.017009288	FALSE
4853	NOTCH2	CHEMBL117487	CHEMBL:CHEMBL117487	0.2273059360852575	FALSE
2623	GATA1	CHEMBL267458	BMS-182874	0.040515178	FALSE
7105	TSPAN6	CHEMBL601351	CHEMBL:CHEMBL601351	0.2476776945079929	FALSE
6769	STAC	CHEMBL472437	KAMEBANIN	0.028661393	FALSE
11117	EMILIN1	CHEMBL406557	CHEMBL:CHEMBL406557	0.049723174	FALSE
6769	STAC	CHEMBL2095095	CHEMBL:CHEMBL2095095	0.012738397	FALSE
9183	ZW10	CHEMBL210208	PYROGALLOL RED	0.008047153	FALSE
2596	GAP43	CHEMBL271165	CHEMBL:CHEMBL271165	0.04427291	FALSE
587	BCAT2	CHEMBL175266	CHEMBL:CHEMBL175266	0.018846975	FALSE
4800	NFYA	CHEMBL586	SALICYLURIC ACID	0.1271372184883644	FALSE
7019	TFAM	CHEMBL1516890	GW441756X	0.018786287	FALSE
6156	RPL30	CHEMBL2071606	CYPATE	3.500511415712966	FALSE
4851	NOTCH1	CHEMBL1304363	CHEMBL:CHEMBL1304363	0.086933231	FALSE
5258	PHKBP1	CHEMBL493646	CUCURBITACIN D	1.141471113819445	FALSE
9182	RASSF9	CHEMBL512908	CHEMBL:CHEMBL512908	0.041085815	FALSE
1736	DKC1	CHEMBL1222038	SECRAMINE A	17.50255707856483	FALSE
5382	PMS2P4	CHEMBL1212972	NANAOMYCIN	0.009875432	FALSE
4065	LY75	CHEMBL136344	CHEMBL:CHEMBL136344	0.1041818873724097	FALSE
5154	PDGFA	CHEMBL1479103	HAEMATOXYLIN	0.008143249	FALSE
7782	SLC30A4	CHEMBL1903906	E232	0.062958838	FALSE
644	BLVRA	CHEMBL1883512	METCONAZOLE	0.058471794	FALSE
9826	ARHGEF11	CHEMBL1509103	CHEMBL:CHEMBL1509103	0.210030685	FALSE
10555	AGPAT2	CHEMBL607253	CHEMBL:CHEMBL607253	0.106290832	FALSE
1951	CELSR3	CHEMBL130835	PIPERTRAMINE AMIDE	0.1842374429322614	FALSE
1508	CTSB	CHEMBL173530	STICTIC ACID	0.1715936968486748	FALSE
11118	BTN3A2	CHEMBL444376	CHEMBL:CHEMBL444376	0.068369364	FALSE
5154	PDGFA	CHEMBL120806	CHEMBL:CHEMBL120806	0.042344896	FALSE
5382	PMS2P4	CHEMBL408850	CHEMBL:CHEMBL408850	0.011670965	FALSE
2621	GAS6	CHEMBL471225	CHEMBL:CHEMBL471225	0.021697385	FALSE
7782	SLC30A4	CHEMBL429095	CHEMBL:CHEMBL429095	0.001259177	FALSE
644	BLVRA	CHEMBL306147	CHEMBL:CHEMBL306147	0.058471794	FALSE
644	BLVRA	CHEMBL1893913	IODOCARB	0.058471794	FALSE
963	CD53	CHEMBL585999	CHEMBL:CHEMBL585999	0.1535312024435511	FALSE
4800	NFYA	CHEMBL1087126	2'-METHOXYFORMONETIN	0.1271372184883644	FALSE
9077	DIRAS3	CHEMBL577365	CHEMBL:CHEMBL577365	0.2917092846427472	FALSE
7782	SLC30A4	CHEMBL64379	MALINAMIDE	0.062958838	FALSE
4324	MMP15	CHEMBL581865	CHEMBL:CHEMBL581865	0.3182283105193605	FALSE
9077	DIRAS3	CHEMBL1212972	NANAOMYCIN	0.022439176	FALSE
4104	MAGEA5P	CHEMBL1489769	LASALOCID A SODIUM	0.03223307	FALSE
8517	IKBKG	CHEMBL1534034	CHEMBL:CHEMBL1534034	0.024885152	FALSE
259	AMBP	CHEMBL472004	CHEMBL:CHEMBL472004	4.375639269641208	FALSE
1058	CENPA	CHEMBL469424	ASTERRIC ACID	0.02832129	FALSE
4800	NFYA	CHEMBL1381098	1-NAPHTHYLISOTHIOCYANATE	0.031784305	FALSE
576	ADGRB2	CHEMBL299853	CHEMBL:CHEMBL299853	0.025814981	FALSE
3662	IRF4	CHEMBL1479103	HAEMATOXYLIN	0.1346350544504987	FALSE
1780	DYNC1I1	CHEMBL354676	DIPHENYLUREA	0.6482428547616604	FALSE
22978	NT5C2	CHEMBL1304363	CHEMBL:CHEMBL1304363	0.029766254	FALSE
6769	STAC	CHEMBL478791	GERONTOXANTHONE I	0.057322785	FALSE
22978	NT5C2	CHEMBL600738	CHEMBL:CHEMBL600738	0.019844169	FALSE
10555	AGPAT2	CHEMBL599924	CHEMBL:CHEMBL599924	0.013286354	FALSE
11118	BTN3A2	CHEMBL600103	CHEMBL:CHEMBL600103	0.082043236	FALSE
9583	ENTPD4	CHEMBL2095095	CHEMBL:CHEMBL2095095	0.4861821410712454	FALSE
9077	DIRAS3	CHEMBL448515	2,6-DIMETHOXYQUINONE	0.041672755	FALSE
4104	MAGEA5P	CHEMBL290914	EMODIC ACID	0.024174803	FALSE
8517	IKBKG	CHEMBL578257	CHEMBL:CHEMBL578257	0.03110644	FALSE
4065	LY75	CHEMBL146525	CHEMBL:CHEMBL146525	0.1041818873724097	FALSE
9077	DIRAS3	CHEMBL534535	CHEMBL:CHEMBL534535	0.072927321	FALSE
6893	TAPVR1	CHEMBL601367	CHEMBL:CHEMBL601367	0.039688338	FALSE
3767	KCNJ11	CHEMBL3545401	X-82	0.2500365296937833	FALSE
6893	TAPVR1	CHEMBL1397308	CHEMBL:CHEMBL1397308	0.023813003	FALSE
22978	NT5C2	CHEMBL1504679	CHEMBL:CHEMBL1504679	0.009158847	FALSE
84176	MYH16	CHEMBL42115	THYROXINE	0.3977853881492006	FALSE
6893	TAPVR1	CHEMBL570408	1,4-DIMETHOXYANTHRAQUINONE	0.011906501	FALSE
963	CD53	CHEMBL580155	CHEMBL:CHEMBL580155	0.03070624	FALSE
11117	EMILIN1	CHEMBL428789	CHEMBL:CHEMBL428789	0.026519026	FALSE
