gene_id	mondo_id	mondo_term
19	MONDO:0017987	syringomyelia
19	MONDO:0008783	Tangier disease
19	MONDO:0002049	thrombocytopenia
19	MONDO:0002615	xanthomatosis
19	MONDO:0017773	hypoalphalipoproteinemia
19	MONDO:0001582	cicatricial ectropion
19	MONDO:0018666	hepatoblastoma
19	MONDO:0006715	coronary stenosis
19	MONDO:0005150	age-related macular degeneration
19	MONDO:0004183	axonal neuropathy
19	MONDO:0005010	coronary artery disorder
19	MONDO:0005417	wet macular degeneration
19	MONDO:0011786	allergic rhinitis
19	MONDO:0013592	nonsyndromic congenital nail disorder 9
19	MONDO:0005154	liver disorder
20	MONDO:0004975	Alzheimer disease
21	MONDO:0004822	bronchiectasis
21	MONDO:0024331	colorectal carcinoma
21	MONDO:0007186	gastroesophageal reflux disease
21	MONDO:0002771	pulmonary fibrosis
21	MONDO:0100077	congenital alveolar dysplasia
21	MONDO:0100130	adult acute respiratory distress syndrome
21	MONDO:0009887	desquamative interstitial pneumonia
21	MONDO:0021113	respiratory failure
21	MONDO:0012582	interstitial lung disease due to ABCA3 deficiency
21	MONDO:0015924	pulmonary arterial hypertension
22	MONDO:0015194	sideroblastic anemia
22	MONDO:0004843	pathologic nystagmus
22	MONDO:0004730	speech disorder
22	MONDO:0003432	strabismus
22	MONDO:0000387	hypochromic microcytic anemia
22	MONDO:0010524	X-linked sideroblastic anemia with ataxia
23	MONDO:0008383	rheumatoid arthritis
23	MONDO:0005271	allergic disease
23	MONDO:0009688	myasthenia gravis
23	MONDO:0005249	pneumonia
23	MONDO:0005061	lung adenocarcinoma
23	MONDO:0004989	breast carcinoma
24	MONDO:0024331	colorectal carcinoma
24	MONDO:0005148	type 2 diabetes mellitus
24	MONDO:0005041	glaucoma
24	MONDO:0002177	hyperinsulinism
24	MONDO:0002146	hypogonadism
24	MONDO:0015486	keratoconus
24	MONDO:0003004	macular degeneration
24	MONDO:0004588	night blindness
24	MONDO:0004843	pathologic nystagmus
24	MONDO:0011122	obesity disorder
24	MONDO:0003608	optic atrophy
24	MONDO:0005283	retinal disorder
24	MONDO:0019200	retinitis pigmentosa
24	MONDO:0005150	age-related macular degeneration
24	MONDO:0019353	Stargardt disease
24	MONDO:0018998	Leber congenital amaurosis
24	MONDO:0019516	exudative vitreoretinopathy
24	MONDO:0020248	vitreoretinal degeneration
24	MONDO:0000455	cone dystrophy
24	MONDO:0019118	inherited retinal dystrophy
24	MONDO:0010819	Stargardt disease 3
24	MONDO:0009549	severe early-childhood-onset retinal dystrophy
24	MONDO:0011395	cone-rod dystrophy 3
24	MONDO:0008865	Bietti crystalline corneoretinal dystrophy
24	MONDO:0011370	Stargardt disease 4
24	MONDO:0011137	retinitis pigmentosa 19
24	MONDO:0007362	cone-rod dystrophy 2
24	MONDO:0007932	age related macular degeneration 2
24	MONDO:0001898	optic choroid disorder
24	MONDO:0009559	mandibulofacial dysostosis with mental deficiency
25	MONDO:0008692	abetalipoproteinemia
25	MONDO:0004970	adenocarcinoma
25	MONDO:0009692	primary myelofibrosis
25	MONDO:0006115	blast phase chronic myelogenous leukemia, BCR-ABL1 positive
25	MONDO:0007243	Burkitt lymphoma
25	MONDO:0020511	precursor B-cell acute lymphoblastic leukemia
25	MONDO:0004992	cancer
25	MONDO:0005276	dental caries
25	MONDO:0021355	neoplasm of esophagus
25	MONDO:0006664	atrial septal defect
25	MONDO:0005059	leukemia
25	MONDO:0005402	lymphoid leukemia
25	MONDO:0018874	acute myeloid leukemia
25	MONDO:0011996	chronic myelogenous leukemia, BCR-ABL1 positive
25	MONDO:0002691	liver cancer
25	MONDO:0005105	melanoma
25	MONDO:0005070	neoplasm
25	MONDO:0006058	Wilms tumor
25	MONDO:0005180	Parkinson disease
25	MONDO:0009891	acquired polycythemia vera
25	MONDO:0021002	syndactyly
25	MONDO:0005029	essential thrombocythemia
25	MONDO:0002049	thrombocytopenia
25	MONDO:0005453	congenital heart disease
25	MONDO:0006176	cribriform carcinoma
25	MONDO:0003197	granular cell carcinoma
25	MONDO:0005606	tubular adenocarcinoma
25	MONDO:0005711	congenital diaphragmatic hernia
25	MONDO:0003050	lung large cell carcinoma
25	MONDO:0044881	hematopoietic and lymphoid cell neoplasm
25	MONDO:0001210	enophthalmos
25	MONDO:0007576	esophageal cancer
25	MONDO:0036501	refractory malignant neoplasm
25	MONDO:0004989	breast carcinoma
25	MONDO:0003541	adult acute lymphoblastic leukemia
25	MONDO:0002249	thrombocytosis disease
25	MONDO:0005345	hypospadias
25	MONDO:0020076	myeloproliferative neoplasm
25	MONDO:0004355	childhood leukemia
25	MONDO:0021100	breast neoplasm
25	MONDO:0009539	lymphoblastic leukemia, acute, with lymphomatous features
25	MONDO:0018881	myelodysplastic syndrome
25	MONDO:0060532	congenital heart defects and skeletal malformations syndrome
26	MONDO:0007275	carpal tunnel syndrome
26	MONDO:0005044	hypertensive disorder
26	MONDO:0005300	chronic kidney disease
27	MONDO:0011996	chronic myelogenous leukemia, BCR-ABL1 positive
28	MONDO:0002901	blood group incompatibility
28	MONDO:0004992	cancer
28	MONDO:0004995	cardiovascular disorder
28	MONDO:0005015	diabetes mellitus
28	MONDO:0005148	type 2 diabetes mellitus
28	MONDO:0005136	malaria
28	MONDO:0005068	myocardial infarction
28	MONDO:0005070	neoplasm
28	MONDO:0005279	pulmonary embolism
28	MONDO:0005192	exocrine pancreatic carcinoma
28	MONDO:0008315	prostate cancer
28	MONDO:0005371	mood disorder
28	MONDO:0004989	breast carcinoma
28	MONDO:0004950	gastric carcinoma
28	MONDO:0005399	venous thromboembolism
28	MONDO:0005010	coronary artery disorder
28	MONDO:0011786	allergic rhinitis
28	MONDO:0015459	nasopharyngeal carcinoma
29	MONDO:0008315	prostate cancer
31	MONDO:0004992	cancer
31	MONDO:0005130	celiac disease
31	MONDO:0024331	colorectal carcinoma
31	MONDO:0021104	alcoholic fatty liver disease
31	MONDO:0005252	heart failure
31	MONDO:0005009	congestive heart failure
31	MONDO:0005044	hypertensive disorder
31	MONDO:0018874	acute myeloid leukemia
31	MONDO:0005336	myopathy
31	MONDO:0005070	neoplasm
31	MONDO:0013493	acetyl-coa carboxylase deficiency
32	MONDO:0021104	alcoholic fatty liver disease
32	MONDO:0011122	obesity disorder
32	MONDO:0005184	pancreatic ductal adenocarcinoma
33	MONDO:0005045	hypertrophic cardiomyopathy
33	MONDO:0020531	long chain acyl-CoA dehydrogenase deficiency
33	MONDO:0005300	chronic kidney disease
33	MONDO:0008723	very long chain acyl-CoA dehydrogenase deficiency
34	MONDO:0004946	hypoglycemia
34	MONDO:0005336	myopathy
34	MONDO:0011122	obesity disorder
34	MONDO:0008721	medium chain acyl-CoA dehydrogenase deficiency
34	MONDO:0005313	necrotizing enterocolitis
34	MONDO:0007677	hyperglycinuria
34	MONDO:0014085	hydrocephalus, nonsyndromic, autosomal recessive 2
35	MONDO:0004985	bipolar disorder
35	MONDO:0001835	facial paralysis
35	MONDO:0005252	heart failure
35	MONDO:0005009	congestive heart failure
35	MONDO:0005336	myopathy
35	MONDO:0004994	cardiomyopathy
35	MONDO:0005300	chronic kidney disease
36	MONDO:0001286	exotropia
36	MONDO:0004946	hypoglycemia
36	MONDO:0012392	2-methylbutyryl-CoA dehydrogenase deficiency
37	MONDO:0000465	atrioventricular block
37	MONDO:0005021	dilated cardiomyopathy
37	MONDO:0005045	hypertrophic cardiomyopathy
37	MONDO:0020439	patent foramen ovale
37	MONDO:0005336	myopathy
37	MONDO:0011122	obesity disorder
37	MONDO:0001370	pericardial effusion
37	MONDO:0005249	pneumonia
37	MONDO:0000190	ventricular fibrillation
37	MONDO:0005477	ventricular tachycardia
37	MONDO:0020123	metabolic myopathy
37	MONDO:0008723	very long chain acyl-CoA dehydrogenase deficiency
37	MONDO:0010797	Pearson syndrome
37	MONDO:0002406	dermatitis
38	MONDO:0002909	hyperglycemia
38	MONDO:0005044	hypertensive disorder
38	MONDO:0004946	hypoglycemia
38	MONDO:0005825	leptospirosis
38	MONDO:0005377	nephrotic syndrome
38	MONDO:0001386	visual epilepsy
38	MONDO:0002249	thrombocytosis disease
39	MONDO:0001119	premature menopause
39	MONDO:0013548	acetyl-CoA acetyltransferase-2 deficiency
40	MONDO:0018874	acute myeloid leukemia
40	MONDO:0021107	narcolepsy
41	MONDO:0005299	brain ischemia
43	MONDO:0004975	Alzheimer disease
43	MONDO:0019065	amyloidosis
43	MONDO:0001187	urinary bladder cancer
43	MONDO:0004987	urinary bladder neoplasm
43	MONDO:0005825	leptospirosis
43	MONDO:0020121	muscular dystrophy
43	MONDO:0009688	myasthenia gravis
43	MONDO:0005070	neoplasm
43	MONDO:0005071	nervous system disorder
43	MONDO:0011122	obesity disorder
43	MONDO:0005180	Parkinson disease
43	MONDO:0001386	visual epilepsy
43	MONDO:0008315	prostate cancer
43	MONDO:0004989	breast carcinoma
43	MONDO:0004681	learning disability
43	MONDO:0018940	congenital myasthenic syndrome
43	MONDO:0017885	chromophobe renal cell carcinoma
43	MONDO:0003012	sarcomatoid renal cell carcinoma
43	MONDO:0005220	collecting duct carcinoma
43	MONDO:0017884	papillary renal cell carcinoma
43	MONDO:0021100	breast neoplasm
47	MONDO:0004992	cancer
47	MONDO:0005252	heart failure
47	MONDO:0005009	congestive heart failure
47	MONDO:0011122	obesity disorder
47	MONDO:0005178	osteoarthritis
47	MONDO:0008143	osteoarthritis susceptibility 1
48	MONDO:0005178	osteoarthritis
48	MONDO:0008143	osteoarthritis susceptibility 1
48	MONDO:0005083	psoriasis
49	MONDO:0008383	rheumatoid arthritis
49	MONDO:0005546	fibromyalgia
49	MONDO:0005100	systemic sclerosis
50	MONDO:0005011	Crohn disease
50	MONDO:0004843	pathologic nystagmus
50	MONDO:0003608	optic atrophy
50	MONDO:0100130	adult acute respiratory distress syndrome
50	MONDO:0003432	strabismus
50	MONDO:0008813	arachnoid cyst
50	MONDO:0010564	red-green color blindness
50	MONDO:0003334	demyelinating polyneuropathy
50	MONDO:0004989	breast carcinoma
50	MONDO:0019118	inherited retinal dystrophy
50	MONDO:0013802	infantile cerebellar-retinal degeneration
50	MONDO:0014571	optic atrophy 9
51	MONDO:0005486	tooth agenesis
51	MONDO:0019046	leukodystrophy
51	MONDO:0001384	myopia
51	MONDO:0004843	pathologic nystagmus
51	MONDO:0003608	optic atrophy
51	MONDO:0019200	retinitis pigmentosa
51	MONDO:0004730	speech disorder
51	MONDO:0003432	strabismus
51	MONDO:0009919	peroxisomal acyl-CoA oxidase deficiency
53	MONDO:0008705	lysosomal acid phosphatase deficiency
54	MONDO:0006964	secondary hyperparathyroidism
54	MONDO:0011122	obesity disorder
54	MONDO:0008159	postmenopausal osteoporosis
54	MONDO:0005249	pneumonia
54	MONDO:0002610	purpura
54	MONDO:0008661	vitiligo
54	MONDO:0011939	Spondyloenchondrodysplasia with immune dysregulation
55	MONDO:0004992	cancer
55	MONDO:0005070	neoplasm
55	MONDO:0008315	prostate cancer
55	MONDO:0005159	prostate carcinoma
58	MONDO:0015168	arthrogryposis multiplex congenita
58	MONDO:0015225	arthrogryposis syndrome
58	MONDO:0000728	ptosis
58	MONDO:0005021	dilated cardiomyopathy
58	MONDO:0005045	hypertrophic cardiomyopathy
58	MONDO:0001835	facial paralysis
58	MONDO:0005336	myopathy
58	MONDO:0019056	neuromuscular disease
58	MONDO:0005249	pneumonia
58	MONDO:0000190	ventricular fibrillation
58	MONDO:0018947	centronuclear myopathy
58	MONDO:0018958	nemaline myopathy
58	MONDO:0019949	zebra body myopathy
58	MONDO:0011271	rigid spine muscular dystrophy 1
58	MONDO:0010683	X-linked myotubular myopathy
58	MONDO:0009711	congenital fiber-type disproportion myopathy
58	MONDO:0016971	limb-girdle muscular dystrophy
58	MONDO:0002921	congenital structural myopathy
58	MONDO:0005345	hypospadias
58	MONDO:0004994	cardiomyopathy
58	MONDO:0021113	respiratory failure
58	MONDO:0018943	myofibrillar myopathy
58	MONDO:0008070	nemaline myopathy 3
58	MONDO:0014800	progressive scapulohumeroperoneal distal myopathy
58	MONDO:0000158	developmental dysplasia of the hip
58	MONDO:0008048	autosomal dominant centronuclear myopathy
59	MONDO:0005160	aortic aneurysm
59	MONDO:0005648	aortic valve insufficiency
59	MONDO:0006757	extrahepatic cholestasis
59	MONDO:0021063	malignant colon neoplasm
59	MONDO:0018646	sclerosing cholangitis
59	MONDO:0005101	ulcerative colitis
59	MONDO:0009960	inflammatory bowel disease 1
59	MONDO:0005401	colonic neoplasm
59	MONDO:0003900	connective tissue disorder
59	MONDO:0005011	Crohn disease
59	MONDO:0100313	focal segmental glomerulosclerosis
59	MONDO:0005044	hypertensive disorder
59	MONDO:0005240	kidney disorder
59	MONDO:0004948	B-cell chronic lymphocytic leukemia
59	MONDO:0005155	cirrhosis of liver
59	MONDO:0016820	Moyamoya disease
59	MONDO:0005068	myocardial infarction
59	MONDO:0006044	nephrosclerosis
59	MONDO:0005083	psoriasis
59	MONDO:0002771	pulmonary fibrosis
59	MONDO:0005100	systemic sclerosis
59	MONDO:0005099	subarachnoid hemorrhage
59	MONDO:0001576	telangiectasis
59	MONDO:0005350	abdominal aortic aneurysm
59	MONDO:0005396	thoracic aortic aneurysm
59	MONDO:0004989	breast carcinoma
59	MONDO:0005138	lung carcinoma
59	MONDO:0021100	breast neoplasm
59	MONDO:0011770	aortic aneurysm, familial thoracic 2
59	MONDO:0012730	aortic aneurysm, familial thoracic 6
59	MONDO:0015459	nasopharyngeal carcinoma
59	MONDO:0015924	pulmonary arterial hypertension
59	MONDO:0013452	multisystemic smooth muscle dysfunction syndrome
59	MONDO:0017147	idiopathic pulmonary arterial hypertension
59	MONDO:0024533	pulmonary hypertension, primary, 1
59	MONDO:0013542	Moyamoya disease 5
59	MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection
60	MONDO:0004975	Alzheimer disease
60	MONDO:0004976	amyotrophic lateral sclerosis
60	MONDO:0008383	rheumatoid arthritis
60	MONDO:0004985	bipolar disorder
60	MONDO:0004987	urinary bladder neoplasm
60	MONDO:0000728	ptosis
60	MONDO:0000009	inherited bleeding disorder, platelet-type
60	MONDO:0004992	cancer
60	MONDO:0004993	carcinoma
60	MONDO:0005233	non-small cell lung carcinoma
60	MONDO:0005021	dilated cardiomyopathy
60	MONDO:0005045	hypertrophic cardiomyopathy
60	MONDO:0024331	colorectal carcinoma
60	MONDO:0008608	Down syndrome
60	MONDO:0018234	dysostosis
60	MONDO:0005115	temporal lobe epilepsy
60	MONDO:0008698	achalasia
60	MONDO:0021355	neoplasm of esophagus
60	MONDO:0018177	glioblastoma
60	MONDO:0021042	glioma
60	MONDO:0100313	focal segmental glomerulosclerosis
60	MONDO:0006499	hamartoma
60	MONDO:0005252	heart failure
60	MONDO:0005009	congestive heart failure
60	MONDO:0005510	hydronephrosis
60	MONDO:0005044	hypertensive disorder
60	MONDO:0021094	immunodeficiency disease
60	MONDO:0006573	lipodystrophy
60	MONDO:0015496	macroglossia
60	MONDO:0005105	melanoma
60	MONDO:0005336	myopathy
60	MONDO:0002905	mutism
60	MONDO:0005070	neoplasm
60	MONDO:0005072	neuroblastoma
60	MONDO:0009741	neuroblastoma, susceptibility to, 1
60	MONDO:0005178	osteoarthritis
60	MONDO:0008143	osteoarthritis susceptibility 1
60	MONDO:0005516	osteochondrodysplasia
60	MONDO:0018381	osteochondrosis
60	MONDO:0002771	pulmonary fibrosis
60	MONDO:0010518	Wiskott-Aldrich syndrome
60	MONDO:0000494	renal fibrosis
60	MONDO:0005010	coronary artery disorder
60	MONDO:0024644	myocardial ischemia
60	MONDO:0004579	retinoschisis
60	MONDO:0006406	sarcomatoid carcinoma
60	MONDO:0005617	undifferentiated carcinoma
60	MONDO:0018958	nemaline myopathy
60	MONDO:0005192	exocrine pancreatic carcinoma
60	MONDO:0000087	polymicrogyria
60	MONDO:0005580	esophageal squamous cell carcinoma
60	MONDO:0008315	prostate cancer
60	MONDO:0007576	esophageal cancer
60	MONDO:0005159	prostate carcinoma
60	MONDO:0004989	breast carcinoma
60	MONDO:0005138	lung carcinoma
60	MONDO:0002032	colon carcinoma
60	MONDO:0005008	colorectal adenocarcinoma
60	MONDO:0004994	cardiomyopathy
60	MONDO:0020464	euryblepharon
60	MONDO:0002623	pediatric osteosarcoma
60	MONDO:0007269	dilated cardiomyopathy 1A
60	MONDO:0021100	breast neoplasm
60	MONDO:0024498	glioma susceptibility 1
60	MONDO:0011823	developmental malformations-deafness-dystonia syndrome
60	MONDO:0017579	Baraitser-Winter cerebrofrontofacial syndrome
60	MONDO:0009470	Baraitser-Winter syndrome 1
60	MONDO:0011500	Becker nevus syndrome
60	MONDO:0016225	specific learning disability
70	MONDO:0005021	dilated cardiomyopathy
70	MONDO:0005045	hypertrophic cardiomyopathy
70	MONDO:0005009	congestive heart failure
70	MONDO:0006664	atrial septal defect
70	MONDO:0005044	hypertensive disorder
70	MONDO:0006573	lipodystrophy
70	MONDO:0005336	myopathy
70	MONDO:0021085	gastric neoplasm
70	MONDO:0016333	familial dilated cardiomyopathy
70	MONDO:0004994	cardiomyopathy
70	MONDO:0007269	dilated cardiomyopathy 1A
70	MONDO:0007648	hereditary diffuse gastric adenocarcinoma
70	MONDO:0018901	left ventricular noncompaction
70	MONDO:0012799	hypertrophic cardiomyopathy 11
70	MONDO:0013011	atrial septal defect 5
71	MONDO:0004975	Alzheimer disease
71	MONDO:0004979	asthma
71	MONDO:0000728	ptosis
71	MONDO:0004993	carcinoma
71	MONDO:0005510	hydronephrosis
71	MONDO:0002905	mutism
71	MONDO:0005516	osteochondrodysplasia
71	MONDO:0018381	osteochondrosis
71	MONDO:0004579	retinoschisis
71	MONDO:0006406	sarcomatoid carcinoma
71	MONDO:0005617	undifferentiated carcinoma
71	MONDO:0018838	lissencephaly spectrum disorders
71	MONDO:0000087	polymicrogyria
71	MONDO:0005542	acute coronary syndrome
71	MONDO:0020464	euryblepharon
71	MONDO:0005365	hearing loss disorder
71	MONDO:0017579	Baraitser-Winter cerebrofrontofacial syndrome
71	MONDO:0009470	Baraitser-Winter syndrome 1
71	MONDO:0011480	autosomal dominant nonsyndromic hearing loss 20
71	MONDO:0013812	Baraitser-winter syndrome 2
71	MONDO:0016225	specific learning disability
72	MONDO:0004975	Alzheimer disease
72	MONDO:0004979	asthma
72	MONDO:0021063	malignant colon neoplasm
72	MONDO:0005401	colonic neoplasm
72	MONDO:0018309	Hirschsprung disease
72	MONDO:0005510	hydronephrosis
72	MONDO:0001741	hyperparathyroidism
72	MONDO:0002803	intestinal pseudo-obstruction
72	MONDO:0006007	vesicoureteral reflux
72	MONDO:0016829	familial visceral myopathy
72	MONDO:0019015	omphalocele
72	MONDO:0025986	megacystis-microcolon-intestinal hypoperistalsis syndrome
72	MONDO:0012317	visceral neuropathy, familial, 3, autosomal dominant
72	MONDO:0100354	megacystis-microcolon-intestinal hypoperistalsis syndrome 1
72	MONDO:0015988	multicystic dysplastic kidney
81	MONDO:0004992	cancer
81	MONDO:0004993	carcinoma
81	MONDO:0100313	focal segmental glomerulosclerosis
81	MONDO:0001336	familial hyperlipidemia
81	MONDO:0013577	Lipedema
81	MONDO:0021187	hyperlipidemia
81	MONDO:0005044	hypertensive disorder
81	MONDO:0005240	kidney disorder
81	MONDO:0005070	neoplasm
81	MONDO:0005377	nephrotic syndrome
81	MONDO:0006406	sarcomatoid carcinoma
81	MONDO:0005617	undifferentiated carcinoma
81	MONDO:0010974	nephrotic syndrome, type 2
86	MONDO:0006664	atrial septal defect
87	MONDO:0002049	thrombocytopenia
87	MONDO:0014078	platelet-type bleeding disorder 15
87	MONDO:0015372	autosomal dominant macrothrombocytopenia
88	MONDO:0005021	dilated cardiomyopathy
88	MONDO:0005045	hypertrophic cardiomyopathy
88	MONDO:0009169	endocardial fibroelastosis
88	MONDO:0006573	lipodystrophy
88	MONDO:0005336	myopathy
88	MONDO:0016333	familial dilated cardiomyopathy
88	MONDO:0016587	arrhythmogenic right ventricular cardiomyopathy
88	MONDO:0004994	cardiomyopathy
88	MONDO:0012808	dilated cardiomyopathy 1AA
90	MONDO:0004907	alopecia
90	MONDO:0019781	astrocytoma (excluding glioblastoma)
90	MONDO:0024498	glioma susceptibility 1
90	MONDO:0003900	connective tissue disorder
90	MONDO:0007606	fibrodysplasia ossificans progressiva
90	MONDO:0005041	glaucoma
90	MONDO:0021042	glioma
90	MONDO:0006499	hamartoma
90	MONDO:0005105	melanoma
90	MONDO:0003964	myositis ossificans
90	MONDO:0016693	subependymal giant cell astrocytoma
90	MONDO:0003268	mixed glioma
90	MONDO:0005036	gastric adenocarcinoma
90	MONDO:0003999	juvenile pilocytic astrocytoma
90	MONDO:0016686	diffuse astrocytoma
90	MONDO:0016684	anaplastic astrocytoma
90	MONDO:0016687	protoplasmic astrocytoma
90	MONDO:0016689	gemistocytic astrocytoma
90	MONDO:0016688	fibrillary astrocytoma
90	MONDO:0016691	pilocytic astrocytoma
90	MONDO:0004071	childhood cerebral astrocytoma
90	MONDO:0100342	malignant glioma
90	MONDO:0002911	brain stem glioma
90	MONDO:0004989	breast carcinoma
90	MONDO:0021113	respiratory failure
90	MONDO:0005365	hearing loss disorder
90	MONDO:0021100	breast neoplasm
90	MONDO:0006033	diffuse intrinsic pontine glioma
91	MONDO:0005010	coronary artery disorder
91	MONDO:0024644	myocardial ischemia
91	MONDO:0005061	lung adenocarcinoma
91	MONDO:0005192	exocrine pancreatic carcinoma
91	MONDO:0005138	lung carcinoma
92	MONDO:0005393	gout
92	MONDO:0005036	gastric adenocarcinoma
93	MONDO:0011546	heterotaxy, visceral, 2, autosomal
93	MONDO:0010607	heterotaxy, visceral, 1, X-linked
93	MONDO:0011659	heterotaxy, visceral, 3, autosomal
93	MONDO:0013403	heterotaxy, visceral, 4, autosomal
93	MONDO:0018677	visceral heterotaxy
93	MONDO:0013887	heterotaxy, visceral, 6, autosomal
93	MONDO:0005308	ciliopathy
94	MONDO:0001020	amblyopia
94	MONDO:0012672	cholelithiasis
94	MONDO:0005009	congestive heart failure
94	MONDO:0003155	cavernous hemangioma
94	MONDO:0005044	hypertensive disorder
94	MONDO:0005080	portal hypertension
94	MONDO:0005070	neoplasm
94	MONDO:0005571	polycythemia
94	MONDO:0005279	pulmonary embolism
94	MONDO:0005099	subarachnoid hemorrhage
94	MONDO:0019180	hereditary hemorrhagic telangiectasia
94	MONDO:0001576	telangiectasis
94	MONDO:0004348	retinal telangiectasia
94	MONDO:0020325	anaplastic large cell lymphoma
94	MONDO:0001256	arteriovenous hemangioma/malformation
94	MONDO:0017148	heritable pulmonary arterial hypertension
94	MONDO:0008171	nephrolithiasis
94	MONDO:0007154	arteriovenous malformations of the brain
94	MONDO:0024292	gastrointestinal polyp
94	MONDO:0015924	pulmonary arterial hypertension
94	MONDO:0017147	idiopathic pulmonary arterial hypertension
94	MONDO:0024533	pulmonary hypertension, primary, 1
94	MONDO:0008535	telangiectasia, hereditary hemorrhagic, type 1
94	MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection
95	MONDO:0017987	syringomyelia
95	MONDO:0005560	brain disorder
95	MONDO:0017885	chromophobe renal cell carcinoma
95	MONDO:0003012	sarcomatoid renal cell carcinoma
95	MONDO:0005220	collecting duct carcinoma
95	MONDO:0017884	papillary renal cell carcinoma
95	MONDO:0012368	aminoacylase 1 deficiency
100	MONDO:0004907	alopecia
100	MONDO:0020108	autoimmune hemolytic anemia
100	MONDO:0004979	asthma
100	MONDO:0004992	cancer
100	MONDO:0043233	exfoliative dermatitis
100	MONDO:0005015	diabetes mellitus
100	MONDO:0005148	type 2 diabetes mellitus
100	MONDO:0002909	hyperglycemia
100	MONDO:0005271	allergic disease
100	MONDO:0005044	hypertensive disorder
